"especie_ave","zona_ecologica","tamano_promedio_cm","color_dominante","actividad_predominante","numero_vocalizaciones","franja_horaria_activa","tipo_alimentacion","duracion_canto_seg","numero_avistamientos" 
"reinita amarilla","urbana",11.7,"amarillo","reposo",6,"mañana","semillas",1,5
"mosquero tropical","manglar",13.7,"amarillo","vuelo",5,"mediodía","néctar",4.3,9
"tordo renegrido","agrícola",12,"negro","vuelo",7,"mediodía","frutas",3,8
"pinzón costero","manglar",11.1,"blanco","canto",17,"tarde","semillas",14.2,4
"tordo renegrido","manglar",9.9,"gris","alimentación",7,"tarde","semillas",8.4,8
"colibrí esmeralda","manglar",12.6,"amarillo","canto",16,"mediodía","frutas",6.8,3
"colibrí esmeralda","urbana",12,"amarillo","alimentación",5,"mediodía","semillas",1,5
"reinita amarilla","manglar",10.9,"marrón","reposo",7,"mañana","frutas",1.4,8
"colibrí esmeralda","urbana",12.6,"marrón","vuelo",2,"tarde","insectos",5.9,11
"colibrí esmeralda","bosque seco",16.8,"verde","canto",9,"mediodía","insectos",12.6,10
"colibrí esmeralda","bosque seco",7,"marrón","canto",19,"mediodía","frutas",10.6,9
"reinita amarilla","urbana",14.6,"gris","vuelo",7,"mediodía","insectos",5.6,8
"mosquero tropical","bosque seco",11.5,"gris","canto",16,"mañana","frutas",17.7,5
"reinita amarilla","urbana",10.6,"amarillo","reposo",6,"mediodía","semillas",5.8,14
"pinzón costero","urbana",9.8,"amarillo","reposo",4,"mediodía","frutas",7.8,12
"colibrí esmeralda","bosque seco",14.2,"negro","vuelo",5,"tarde","insectos",6.1,4
"colibrí esmeralda","manglar",12,"marrón","alimentación",3,"tarde","néctar",6.1,5
"pinzón costero","agrícola",9.8,"negro","alimentación",4,"tarde","semillas",5.7,8
"mosquero tropical","bosque seco",12.2,"negro","vuelo",3,"tarde","semillas",3.9,3
"colibrí esmeralda","manglar",10.4,"amarillo","vuelo",4,"mediodía","semillas",5.6,3
"reinita amarilla","urbana",15.5,"marrón","alimentación",1,"tarde","insectos",4.1,12
"mosquero tropical","agrícola",13.5,"verde","canto",11,"mediodía","semillas",12.4,6
"colibrí esmeralda","manglar",11.5,"gris","vuelo",5,"mañana","semillas",1.6,5
"tordo renegrido","urbana",10.6,"verde","canto",21,"mediodía","insectos",14.1,3
"tordo renegrido","urbana",12.9,"marrón","vuelo",8,"mediodía","frutas",3.6,10
"pinzón costero","agrícola",13.9,"verde","alimentación",6,"mañana","néctar",7.5,5
"colibrí esmeralda","bosque seco",10.6,"blanco","alimentación",5,"mediodía","insectos",3.4,7
"colibrí esmeralda","agrícola",15.7,"marrón","canto",21,"mañana","frutas",16.5,6
"pinzón costero","agrícola",13,"negro","vuelo",7,"tarde","insectos",3,5
"tordo renegrido","manglar",13.2,"blanco","alimentación",3,"mediodía","insectos",2.7,5
"tordo renegrido","bosque seco",9.8,"marrón","reposo",10,"mañana","néctar",9.5,8
"mosquero tropical","manglar",12.4,"amarillo","canto",16,"mediodía","néctar",15.9,7
"pinzón costero","urbana",10.8,"blanco","reposo",2,"mañana","néctar",2.1,9
"mosquero tropical","agrícola",10.5,"negro","canto",17,"mañana","néctar",9.9,7
"mosquero tropical","manglar",11.4,"amarillo","alimentación",4,"tarde","néctar",1.2,6
"pinzón costero","urbana",13,"verde","alimentación",6,"tarde","semillas",1,16
"pinzón costero","bosque seco",13.9,"negro","reposo",5,"mañana","néctar",1,3
"mosquero tropical","bosque seco",11,"amarillo","alimentación",4,"tarde","frutas",2.1,5
"reinita amarilla","manglar",13.4,"gris","vuelo",4,"tarde","insectos",4.5,5
"colibrí esmeralda","manglar",12.7,"gris","canto",12,"tarde","néctar",13.1,9
"colibrí esmeralda","manglar",8.9,"gris","canto",13,"tarde","frutas",18.4,3
"pinzón costero","manglar",13.2,"blanco","canto",16,"mediodía","insectos",14,2
"pinzón costero","bosque seco",13.1,"blanco","alimentación",2,"mañana","semillas",4.4,10
"reinita amarilla","manglar",9.6,"marrón","alimentación",4,"mediodía","frutas",9.4,6
"colibrí esmeralda","agrícola",9.2,"blanco","alimentación",9,"mediodía","néctar",1,5
"tordo renegrido","bosque seco",8.4,"marrón","vuelo",4,"mediodía","semillas",2.9,7
"pinzón costero","manglar",11.3,"marrón","alimentación",4,"tarde","frutas",4.2,4
"reinita amarilla","bosque seco",16.4,"marrón","vuelo",4,"mediodía","insectos",7.3,7
"mosquero tropical","agrícola",15.4,"gris","canto",18,"tarde","semillas",14.7,4
"mosquero tropical","urbana",8.1,"blanco","canto",20,"mañana","néctar",16.8,11
"tordo renegrido","bosque seco",11.2,"negro","vuelo",3,"mediodía","néctar",5.8,8
"pinzón costero","urbana",10.1,"blanco","vuelo",4,"tarde","insectos",5.8,8
"reinita amarilla","manglar",12.9,"marrón","alimentación",4,"tarde","frutas",3.7,5
"reinita amarilla","urbana",8.3,"amarillo","vuelo",8,"tarde","semillas",4.9,7
"reinita amarilla","bosque seco",11.9,"verde","canto",15,"mañana","frutas",12.2,6
"mosquero tropical","urbana",12.5,"blanco","canto",13,"mañana","semillas",13.3,16
"reinita amarilla","bosque seco",10,"negro","vuelo",5,"mediodía","semillas",9.6,6
"reinita amarilla","agrícola",8.5,"verde","canto",16,"tarde","frutas",12.1,8
"pinzón costero","urbana",10,"marrón","reposo",6,"mediodía","néctar",1,7
"colibrí esmeralda","agrícola",13.1,"blanco","alimentación",5,"tarde","insectos",4.3,5
"colibrí esmeralda","manglar",9.1,"gris","canto",15,"mañana","frutas",7,4
"reinita amarilla","urbana",13.2,"verde","vuelo",2,"mediodía","semillas",1,10
"mosquero tropical","agrícola",15.7,"gris","canto",16,"tarde","insectos",13.1,7
"pinzón costero","urbana",12.3,"blanco","canto",20,"mediodía","insectos",13.3,13
"mosquero tropical","urbana",11.7,"blanco","reposo",3,"tarde","semillas",4.2,10
"tordo renegrido","bosque seco",13.4,"amarillo","reposo",1,"mediodía","frutas",1,4
"mosquero tropical","bosque seco",10.6,"marrón","canto",15,"mediodía","insectos",14.9,6
"pinzón costero","bosque seco",10.6,"gris","vuelo",6,"mañana","frutas",3.9,4
"reinita amarilla","urbana",8.7,"gris","canto",15,"mañana","frutas",14.6,8
"reinita amarilla","urbana",10.1,"amarillo","canto",14,"mañana","frutas",13.8,9
"tordo renegrido","urbana",12.7,"amarillo","alimentación",5,"mediodía","semillas",1,6
"tordo renegrido","bosque seco",12.3,"negro","canto",13,"mañana","frutas",14.5,8
"reinita amarilla","bosque seco",10.7,"blanco","alimentación",3,"tarde","néctar",2.9,7
"tordo renegrido","urbana",14.2,"amarillo","alimentación",5,"mañana","insectos",5.1,5
"colibrí esmeralda","manglar",11.4,"marrón","vuelo",2,"tarde","frutas",6.3,7
"colibrí esmeralda","agrícola",11.2,"negro","reposo",5,"tarde","semillas",3.1,6
"pinzón costero","agrícola",12,"marrón","canto",16,"mediodía","semillas",16.1,4
"pinzón costero","agrícola",15.1,"gris","alimentación",5,"mañana","néctar",5,3
"pinzón costero","urbana",11.1,"gris","vuelo",3,"tarde","frutas",2.3,10
"tordo renegrido","urbana",12.7,"marrón","canto",20,"tarde","néctar",10.5,4
"tordo renegrido","urbana",11.2,"verde","canto",11,"tarde","frutas",6.8,6
"pinzón costero","agrícola",9.6,"negro","canto",15,"mañana","semillas",10.9,5
"mosquero tropical","manglar",12.8,"amarillo","alimentación",3,"mañana","néctar",4.1,5
"colibrí esmeralda","bosque seco",11.1,"blanco","canto",14,"mañana","frutas",9,2
"pinzón costero","urbana",12.2,"verde","vuelo",7,"mañana","insectos",3.3,12
"colibrí esmeralda","manglar",12,"verde","vuelo",4,"mañana","insectos",1,6
"colibrí esmeralda","manglar",11.7,"verde","reposo",2,"mañana","frutas",5,6
"tordo renegrido","urbana",9.9,"verde","canto",14,"tarde","insectos",11.5,13
"pinzón costero","bosque seco",14,"verde","canto",14,"mañana","insectos",5.1,9
"reinita amarilla","agrícola",11.3,"amarillo","alimentación",4,"tarde","frutas",1.4,5
"mosquero tropical","urbana",13.7,"negro","canto",15,"mediodía","insectos",10.6,10
"tordo renegrido","agrícola",11,"blanco","vuelo",7,"mediodía","semillas",6.2,3
"mosquero tropical","bosque seco",14,"negro","canto",8,"tarde","néctar",15.5,9
"reinita amarilla","manglar",7.7,"gris","alimentación",4,"mañana","insectos",1.3,2
"reinita amarilla","urbana",12.7,"negro","alimentación",3,"mediodía","néctar",2.4,11
"reinita amarilla","urbana",7.4,"amarillo","reposo",4,"mañana","insectos",4.1,3
"tordo renegrido","manglar",13.3,"negro","reposo",2,"mediodía","frutas",9.5,3
"reinita amarilla","bosque seco",11.8,"amarillo","canto",20,"mediodía","semillas",9.8,2
"colibrí esmeralda","manglar",12.4,"amarillo","canto",15,"mediodía","néctar",11.8,10
"colibrí esmeralda","agrícola",10.9,"negro","alimentación",6,"mañana","frutas",6.8,2
"tordo renegrido","urbana",12.8,"verde","reposo",2,"mediodía","semillas",1.8,8
"reinita amarilla","manglar",14.7,"gris","reposo",1,"mediodía","insectos",2.8,3
"pinzón costero","manglar",13.9,"marrón","alimentación",4,"mediodía","insectos",2.2,3
"pinzón costero","agrícola",14.2,"gris","alimentación",4,"mediodía","semillas",3.6,4
"colibrí esmeralda","manglar",16,"amarillo","vuelo",2,"mediodía","néctar",2,4
"pinzón costero","manglar",10.3,"marrón","canto",6,"tarde","frutas",12.8,11
"colibrí esmeralda","urbana",11,"amarillo","reposo",4,"tarde","néctar",1,12
"reinita amarilla","urbana",15.5,"gris","vuelo",6,"tarde","insectos",1,7
"pinzón costero","bosque seco",14.7,"verde","canto",22,"mañana","néctar",11.8,5
"mosquero tropical","agrícola",9.2,"amarillo","canto",12,"tarde","frutas",11.6,8
"mosquero tropical","urbana",10.8,"marrón","vuelo",5,"tarde","insectos",1,8
"pinzón costero","manglar",11,"gris","alimentación",2,"mediodía","semillas",9.6,5
"colibrí esmeralda","manglar",12.9,"gris","reposo",5,"tarde","néctar",2.5,5
"reinita amarilla","urbana",13.3,"marrón","alimentación",4,"mediodía","semillas",5.3,13
"tordo renegrido","bosque seco",14,"amarillo","vuelo",7,"tarde","néctar",5.8,5
"mosquero tropical","urbana",14.7,"amarillo","reposo",10,"mañana","frutas",3.7,7
"pinzón costero","bosque seco",9.3,"gris","vuelo",7,"tarde","insectos",7.5,9
"reinita amarilla","urbana",10.9,"amarillo","canto",13,"mañana","insectos",15.4,12
"pinzón costero","manglar",12.5,"marrón","alimentación",4,"mañana","insectos",7.7,3
"colibrí esmeralda","urbana",11.9,"amarillo","alimentación",5,"mediodía","frutas",7.8,11
"reinita amarilla","manglar",13.8,"gris","canto",16,"mediodía","frutas",15.5,8
"mosquero tropical","agrícola",12.4,"verde","reposo",12,"mañana","semillas",5.3,7
"reinita amarilla","urbana",9.1,"blanco","alimentación",7,"mediodía","néctar",7.2,8
"tordo renegrido","agrícola",10.8,"gris","alimentación",5,"tarde","frutas",6.1,4
"tordo renegrido","agrícola",13.1,"verde","canto",4,"mediodía","semillas",7.7,4
"mosquero tropical","agrícola",11.2,"gris","alimentación",7,"mediodía","insectos",3.8,5
"reinita amarilla","bosque seco",10,"amarillo","alimentación",4,"tarde","néctar",10,3
"pinzón costero","urbana",8.5,"amarillo","canto",17,"tarde","frutas",13.6,6
"pinzón costero","agrícola",10.4,"negro","alimentación",2,"mediodía","néctar",8.6,5
"tordo renegrido","manglar",11.2,"verde","canto",9,"mañana","semillas",10.9,7
"colibrí esmeralda","bosque seco",12.1,"blanco","vuelo",3,"mediodía","frutas",5.1,5
"colibrí esmeralda","agrícola",11.6,"negro","alimentación",8,"mediodía","frutas",3.8,7
"reinita amarilla","manglar",11.1,"marrón","reposo",6,"mañana","frutas",7.6,3
"tordo renegrido","bosque seco",8.7,"verde","vuelo",9,"mediodía","semillas",3.5,5
"tordo renegrido","manglar",14,"amarillo","canto",18,"mañana","frutas",15.2,4
"tordo renegrido","agrícola",11.1,"amarillo","vuelo",5,"tarde","semillas",1.8,3
"mosquero tropical","bosque seco",13.7,"blanco","canto",11,"tarde","insectos",7.7,9
"mosquero tropical","bosque seco",13.9,"verde","vuelo",5,"mañana","frutas",8.1,8
"mosquero tropical","manglar",12.2,"verde","vuelo",5,"mediodía","frutas",6.6,2
"colibrí esmeralda","agrícola",11.2,"gris","reposo",2,"mediodía","frutas",1,2
"colibrí esmeralda","bosque seco",11.3,"marrón","canto",27,"mañana","frutas",37.7,5
"colibrí esmeralda","manglar",11.6,"gris","reposo",4,"mediodía","insectos",3.2,12
"tordo renegrido","agrícola",14.8,"verde","canto",11,"tarde","insectos",13,5
"reinita amarilla","agrícola",10.1,"amarillo","canto",16,"mediodía","frutas",6.7,8
"tordo renegrido","agrícola",13,"blanco","vuelo",4,"mediodía","insectos",1,4
"mosquero tropical","urbana",11.4,"marrón","reposo",4,"tarde","semillas",1,13
"pinzón costero","agrícola",15.9,"marrón","canto",17,"tarde","néctar",10.2,8
"tordo renegrido","bosque seco",13.3,"blanco","canto",14,"mediodía","semillas",14.3,1
"pinzón costero","manglar",8.4,"verde","alimentación",3,"mediodía","frutas",7,4
"mosquero tropical","bosque seco",11.8,"marrón","alimentación",3,"mediodía","néctar",2.9,7
"tordo renegrido","agrícola",10.9,"amarillo","vuelo",2,"mañana","frutas",3.6,9
"reinita amarilla","manglar",11.2,"marrón","vuelo",4,"tarde","insectos",1.6,6
"colibrí esmeralda","bosque seco",9.5,"negro","alimentación",3,"mediodía","insectos",3.9,4
"tordo renegrido","manglar",13.9,"marrón","vuelo",6,"mañana","néctar",6.1,4
"mosquero tropical","urbana",13.6,"gris","reposo",2,"tarde","insectos",1,4
"pinzón costero","bosque seco",16.1,"blanco","canto",20,"mediodía","insectos",12.6,3
"colibrí esmeralda","bosque seco",7.7,"blanco","vuelo",5,"mañana","semillas",5.2,5
"reinita amarilla","manglar",10.9,"verde","vuelo",7,"mañana","néctar",4.4,2
"reinita amarilla","bosque seco",12.2,"gris","alimentación",3,"mediodía","semillas",3.2,5
"reinita amarilla","manglar",11,"marrón","alimentación",5,"mañana","néctar",3.8,4
"mosquero tropical","bosque seco",14.1,"verde","vuelo",4,"mediodía","insectos",9,8
"pinzón costero","urbana",15.2,"blanco","reposo",4,"mañana","insectos",2.6,8
"mosquero tropical","urbana",8.4,"verde","canto",14,"mediodía","néctar",11.3,10
"colibrí esmeralda","urbana",13.9,"negro","alimentación",4,"tarde","néctar",5.2,13
"tordo renegrido","urbana",13.8,"negro","reposo",4,"mediodía","insectos",5,11
"colibrí esmeralda","manglar",12,"blanco","canto",17,"mañana","néctar",12.9,6
"reinita amarilla","bosque seco",10.7,"amarillo","canto",19,"mediodía","néctar",13.9,1
"reinita amarilla","urbana",13.1,"marrón","reposo",6,"tarde","insectos",5.4,12
"colibrí esmeralda","urbana",11.4,"blanco","alimentación",5,"tarde","insectos",7.6,4
"colibrí esmeralda","urbana",9.3,"negro","vuelo",2,"mañana","insectos",1.3,8
"colibrí esmeralda","urbana",14.4,"blanco","vuelo",5,"mañana","frutas",2.3,5
"colibrí esmeralda","urbana",14.6,"marrón","reposo",6,"mediodía","insectos",1,14
"pinzón costero","bosque seco",13.1,"negro","reposo",6,"mañana","insectos",10,14
"pinzón costero","urbana",9.4,"blanco","canto",23,"mañana","néctar",15.2,7
"pinzón costero","urbana",12.2,"amarillo","vuelo",6,"mañana","frutas",2.4,9
"pinzón costero","urbana",9.3,"amarillo","reposo",1,"mediodía","semillas",2.3,9
"mosquero tropical","bosque seco",15.2,"negro","canto",17,"tarde","semillas",13.6,2
"reinita amarilla","agrícola",14.9,"amarillo","alimentación",4,"mediodía","semillas",1.7,11
"mosquero tropical","manglar",11.8,"amarillo","canto",48,"mediodía","néctar",23.5,3
"reinita amarilla","agrícola",8.5,"marrón","alimentación",7,"tarde","insectos",1,9
"mosquero tropical","agrícola",11.3,"blanco","canto",18,"mediodía","insectos",14.4,4
"pinzón costero","manglar",13.7,"gris","reposo",3,"mañana","semillas",3.1,5
"reinita amarilla","urbana",9.3,"verde","reposo",2,"mediodía","frutas",1.1,11
"pinzón costero","bosque seco",13.6,"marrón","alimentación",7,"mañana","frutas",3.5,4
"colibrí esmeralda","manglar",11.4,"blanco","reposo",3,"mediodía","insectos",5.9,4
"tordo renegrido","bosque seco",12.1,"marrón","reposo",9,"mediodía","insectos",6.8,3
"pinzón costero","manglar",12.8,"gris","vuelo",4,"tarde","frutas",4.9,6
"pinzón costero","urbana",11.5,"marrón","reposo",3,"tarde","néctar",8.5,9
"pinzón costero","bosque seco",13.3,"verde","alimentación",5,"mañana","insectos",5,3
"colibrí esmeralda","agrícola",16.1,"marrón","canto",16,"tarde","frutas",14.8,4
"mosquero tropical","manglar",12.5,"marrón","alimentación",8,"tarde","semillas",5.5,7
"pinzón costero","manglar",8,"blanco","canto",16,"tarde","néctar",14.3,9
"mosquero tropical","manglar",14,"verde","canto",13,"tarde","insectos",9.4,3
"mosquero tropical","bosque seco",11.4,"verde","alimentación",5,"mediodía","néctar",3,8
"pinzón costero","agrícola",12.1,"marrón","alimentación",4,"mañana","frutas",1,2
"pinzón costero","bosque seco",13.2,"amarillo","canto",13,"mediodía","semillas",12.4,5
"reinita amarilla","manglar",11.6,"gris","vuelo",7,"mañana","insectos",2.7,7
"colibrí esmeralda","bosque seco",10.8,"negro","reposo",2,"tarde","semillas",2.1,5
"tordo renegrido","manglar",11.9,"blanco","alimentación",6,"mañana","semillas",5,6
"reinita amarilla","manglar",13.1,"amarillo","canto",17,"mañana","néctar",17.6,9
"colibrí esmeralda","urbana",5.3,"gris","canto",16,"mediodía","semillas",12.8,10
"colibrí esmeralda","manglar",8.6,"amarillo","alimentación",3,"tarde","semillas",4.1,10
"reinita amarilla","urbana",10.1,"gris","reposo",8,"mediodía","néctar",2.2,9
"mosquero tropical","agrícola",13.1,"verde","alimentación",9,"mediodía","semillas",7,3
"pinzón costero","urbana",10.8,"verde","alimentación",8,"tarde","insectos",5.4,11
"reinita amarilla","agrícola",13.2,"negro","canto",14,"mañana","insectos",13,8
"colibrí esmeralda","bosque seco",14,"marrón","reposo",12,"tarde","néctar",5.7,10
"reinita amarilla","urbana",9.2,"verde","vuelo",4,"tarde","frutas",4.7,14
"mosquero tropical","manglar",14,"gris","canto",72,"tarde","insectos",25,14
"tordo renegrido","bosque seco",10.6,"marrón","vuelo",4,"mañana","semillas",1,4
"colibrí esmeralda","agrícola",12.5,"marrón","alimentación",4,"mediodía","semillas",9.3,7
